ID,Prediction
10,0.16998447
100,0.069263324
1000,0.2150952
10000,0.033560675
10009,0.18294552
1001,0.033840604
10010,0.02712971
10012,0.040078122
10014,0.019193916
10016,0.03287371
10017,0.1347405
10023,0.07000046
10028,0.2259913
10029,0.15638244
10030,0.046357397
10034,0.10471797
10037,0.041847467
10041,0.016094724
10045,0.21264774
10047,0.20588046
10049,0.00761274
10052,0.022591306
10055,0.13580483
10057,0.041938845
10061,0.1790223
10065,0.06044372
10074,0.035468504
10082,0.12356182
10090,0.036327403
10095,0.07054002
10097,0.023537563
101,0.05046654
10102,0.022191625
10104,0.032403514
10107,0.031290945
10108,0.03136864
10112,0.019330472
10115,0.013831254
10118,0.129671
1012,0.060543578
10120,0.023422841
10122,0.015227263
10123,0.059932485
10125,0.055457637
1013,0.019752748
10130,0.02146362
10140,0.07867478
10141,0.04824346
10148,0.031895828
1015,0.08773548
10157,0.06563124
10163,0.26597726
10172,0.038663972
10173,0.01858425
10174,0.17300543
10175,0.025319658
10178,0.31644073
10181,0.029593674
10182,0.09682086
10183,0.040194497
10185,0.11241018
10187,0.09711797
10188,0.14880218
10190,0.08455454
10192,0.067090064
102,0.17345983
10201,0.069739364
10202,0.43557733
10203,0.052811302
10210,0.0900283
10213,0.030761562
10215,0.020541033
10216,0.023773039
10217,0.031483922
10218,0.4688007
1022,0.01970718
10221,0.042440604
10223,0.030436892
10226,0.06367561
10228,0.07866615
10229,0.13554774
1023,0.10936595
10233,0.051742274
10234,0.015163185
10235,0.19595404
10244,0.02857051
10246,0.10219034
10247,0.046415295
10248,0.56363106
10253,0.040353626
10255,0.044937477
10256,0.06685468
10257,0.016173854
10259,0.090222165
10261,0.009902257
10266,0.01916234
10269,0.084546976
10270,0.0568011
10272,0.07628932
10274,0.019683234
10275,0.15108614
10280,0.07286354
10287,0.10300836
10290,0.07381765
10291,0.0953659
10292,0.048832193
10293,0.028658152
10294,0.037246644
10295,0.24082851
10297,0.1498052
103,0.068182826
10305,0.113915354
10307,0.03682223
10310,0.009207782
10312,0.020261653
10313,0.025504133
10314,0.012741427
1033,0.056089733
10334,0.07073487
10336,0.06267639
10340,0.070558675
10344,0.19436455
10354,0.11914821
10358,0.044651438
10361,0.029253518
10366,0.04616673
10372,0.07074036
10375,0.031829365
10377,0.14314738
10378,0.18839578
1038,0.030816847
10386,0.06462016
10388,0.024626931
10389,0.023226622
10390,0.02515014
10392,0.09818495
10394,0.050306045
10395,0.059355114
10399,0.064967595
10400,0.016301576
10401,0.059261013
10405,0.048767094
10407,0.018645057
1041,0.04255918
10410,0.02991791
10415,0.091192394
10419,0.045076236
1042,0.09362148
10424,0.022692267
10426,0.08150835
10428,0.17102258
10429,0.055582248
1043,0.043620396
10434,0.09505611
1044,0.28778678
10442,0.091236286
10444,0.027189821
10453,0.016300306
10455,0.15742712
10458,0.06355058
10461,0.066599004
10463,0.113041095
10466,0.019957125
10468,0.18333052
10472,0.005109306
10474,0.1771191
10479,0.049183022
10480,0.04287215
10486,0.21694614
10488,0.1301325
10489,0.031130064
10490,0.024380708
10497,0.03844293
10498,0.033710986
10499,0.036408737
105,0.11106878
1050,0.022498637
10504,0.04113947
10508,0.054888617
10510,0.047513496
10511,0.029218383
10513,0.02522376
10515,0.021827176
10516,0.016752534
10518,0.017870527
10520,0.07180816
10523,0.02165956
10538,0.18036051
10543,0.049562197
10544,0.60369587
10549,0.04381417
10550,0.039125834
10552,0.04250416
10557,0.08356912
10558,0.20670858
1056,0.02535293
10563,0.08024302
10568,0.12643443
10569,0.08625432
1057,0.06002408
10570,0.030623706
10572,0.17270859
10574,0.043049723
1058,0.03443742
10585,0.013821611
10587,0.13954483
10588,0.046303827
10589,0.008876933
10596,0.09195541
10599,0.03309864
106,0.011854618
10603,0.036351986
10605,0.25357234
10606,0.0573692
10609,0.06496921
10611,0.009520997
10612,0.06910931
10614,0.05628579
10616,0.06417156
10623,0.29750824
10625,0.09630521
10626,0.073506676
10627,0.040905863
10628,0.1011991
10630,0.24042395
10636,0.07850817
10637,0.053532027
10646,0.03808794
10647,0.012808262
10648,0.014206884
10650,0.0650311
10653,0.10871061
10657,0.0728367
10658,0.108069755
10659,0.36484897
10661,0.056310963
10664,0.02299039
10666,0.04058876
10667,0.013356297
10674,0.16002728
10675,0.048597272
10676,0.031202875
10684,0.06148591
10687,0.09513615
10688,0.037667688
10691,0.047724266
10694,0.07904584
10698,0.05331486
10699,0.032452803
107,0.07070665
10702,0.029088233
10703,0.11712274
10706,0.039171293
10707,0.08133269
10708,0.11770402
10709,0.026779886
1071,0.021708146
10710,0.10166211
10712,0.02904481
10713,0.03399976
10715,0.0384793
10716,0.024140585
10719,0.05775455
10726,0.05604722
10732,0.04621033
10736,0.06429036
10737,0.021913556
10743,0.20389839
10744,0.13245761
10745,0.029519707
10748,0.08703008
10749,0.081499375
1075,0.008529289
10752,0.08501036
10757,0.20330998
10760,0.033671904
10763,0.12630925
10765,0.17902464
10768,0.17044508
1077,0.36240986
10771,0.07978456
10773,0.032918002
10774,0.028717982
10776,0.04722554
1078,0.09518538
10780,0.04934338
10781,0.053316113
10782,0.010175405
10783,0.015653683
10785,0.26173517
10787,0.037597764
1079,0.2403336
10791,0.02937166
10793,0.2514886
10795,0.0892342
10796,0.03016446
1080,0.23024063
10802,0.047485925
10811,0.09603048
10814,0.039186254
10817,0.11522424
10818,0.051963322
1082,0.16284922
10821,0.018694133
10822,0.056792073
10823,0.033933952
10824,0.023338858
10825,0.047026798
10827,0.0229335
10828,0.055792537
1083,0.08051426
10830,0.03987708
10831,0.043522254
10832,0.022970745
10835,0.13059561
10841,0.016697774
10842,0.070600465
10843,0.10696322
10844,0.06793207
10845,0.056428563
10846,0.015843658
10847,0.031730335
1085,0.017027862
10850,0.05563784
10851,0.043327905
10852,0.070476316
10853,0.025743475
10855,0.023264354
10857,0.03347937
10861,0.12001584
10864,0.08633201
10865,0.019617593
10867,0.14580633
10873,0.062430013
10877,0.09077985
10878,0.007444605
10879,0.030156482
10887,0.19260529
10892,0.060947817
10893,0.02315696
10895,0.026870146
10897,0.1714685
1090,0.022924569
10901,0.023165466
10907,0.045680854
10909,0.05251877
1091,0.04501823
10910,0.039738707
10913,0.01528801
10916,0.021215426
10917,0.018957341
10920,0.009820699
10924,0.21118568
10926,0.0150867
10929,0.049849924
1093,0.032410856
10932,0.17145278
10933,0.023337692
10942,0.047580913
10945,0.13714965
10946,0.05730701
10951,0.10847335
10956,0.025680203
10957,0.03444864
1096,0.070394926
10963,0.008256313
10969,0.06483396
1097,0.015275309
10978,0.01888353
10979,0.07296768
10991,0.031033235
10994,0.064748615
10995,0.05746021
11002,0.040675934
11004,0.020638874
11005,0.020341065
11006,0.056622323
11009,0.02415122
11011,0.049890615
11016,0.118409164
11017,0.027646905
11020,0.07845464
11022,0.1303891
11026,0.01932799
11027,0.05005397
11028,0.060708042
11029,0.006511986
11031,0.05342445
11032,0.0421233
11033,0.11443915
1104,0.062005486
11041,0.05846857
11044,0.0669344
1105,0.026636763
11051,0.006502193
11054,0.07480672
11056,0.05067278
11058,0.013537955
1106,0.1684278
11061,0.06274848
11063,0.03719981
11064,0.06306728
1107,0.1585071
11071,0.07072729
11079,0.044935696
1108,0.062649965
11081,0.06837123
11083,0.025456032
11087,0.023330633
11090,0.020314755
11093,0.038378518
11097,0.031118834
11099,0.15268226
111,0.09491689
11100,0.06395898
11105,0.120233536
11107,0.14489496
1111,0.028213723
11113,0.068798944
11117,0.018769944
11118,0.05273036
1112,0.04768157
11120,0.04083012
11123,0.08755167
11126,0.09267733
11128,0.014811562
11130,0.15663658
11131,0.0638462
11132,0.027613012
11134,0.04112303
11136,0.15329477
11137,0.057788562
11144,0.05109167
11149,0.039495073
11159,0.05063144
11164,0.035326574
11168,0.021797672
1117,0.030284112
11170,0.012285433
11171,0.01917699
11172,0.20488307
11183,0.05461328
11187,0.051486935
11191,0.03944798
11192,0.16919522
11193,0.07658642
11196,0.015222516
1120,0.047673065
11202,0.039368212
11207,0.018202478
11209,0.055543385
1121,0.067060135
11211,0.0791229
11212,0.10705296
11219,0.0442994
11220,0.052855134
11224,0.15021825
11228,0.061196867
11230,0.007016654
11233,0.09011768
11235,0.15854682
11239,0.0888104
11240,0.042541895
11242,0.020242888
11243,0.0878692
11244,0.17768604
11247,0.04157955
11250,0.042315084
11252,0.023221582
11255,0.014615141
11257,0.05442859
11262,0.048509054
11267,0.078032784
11268,0.056748908
1127,0.035497587
11271,0.073887266
11274,0.01726989
11280,0.18529038
11284,0.072501965
11285,0.073919885
11286,0.1359377
11287,0.05400588
11290,0.08307622
11292,0.0284064
11294,0.043493252
113,0.05625715
1130,0.0431106
11302,0.27230704
11304,0.084327616
11306,0.023247201
11309,0.022270268
11315,0.035072826
11319,0.11027738
1132,0.084643364
11322,0.036564454
11324,0.055709362
11328,0.063123986
11329,0.06258128
11331,0.043749552
11336,0.14446011
11345,0.05782634
1135,0.058157235
11350,0.12937818
11353,0.057425182
11355,0.122559905
11360,0.06579181
11361,0.06939083
11368,0.06155928
1137,0.06593192
11373,0.01297165
11377,0.025200358
11384,0.022224873
11386,0.06513192
11388,0.10887017
11391,0.07589668
11393,0.09291771
11394,0.0341003
11397,0.03498817
11398,0.035186633
114,0.058239564
11401,0.07031911
11402,0.043067288
11405,0.019546881
11408,0.059948664
11410,0.03445005
11411,0.40227005
11412,0.14774457
11414,0.06938777
11416,0.24107517
11417,0.083802074
11419,0.025745371
11421,0.056656595
11422,0.029883383
11423,0.06911492
11426,0.013077386
1143,0.31498498
11431,0.035755023
11432,0.10169549
11435,0.024945688
11444,0.13799836
11454,0.048548914
11457,0.01630299
1146,0.030108692
11461,0.1148243
11463,0.0106471
11464,0.01622225
11465,0.030042417
11467,0.17083336
11468,0.05173411
11471,0.043056745
11473,0.038289975
11474,0.048858523
11475,0.06743372
11482,0.038913917
11483,0.035946596
11488,0.05560409
1149,0.04048677
11492,0.09377373
11497,0.1781171
1150,0.06534212
11500,0.118963465
11507,0.08155448
11508,0.030885665
1151,0.027721073
11513,0.029912991
11514,0.116233125
11516,0.01723541
11521,0.05018674
11524,0.27638447
11525,0.048334237
11526,0.05510193
11527,0.051303286
11532,0.20663673
11534,0.11330147
11541,0.030142324
11544,0.05191485
11547,0.10479813
11550,0.026256207
11551,0.056295972
11553,0.025544433
11558,0.02811852
11559,0.084771544
11561,0.03699431
11562,0.05331503
11564,0.015911752
11568,0.107611455
11572,0.03586108
11573,0.12836827
1158,0.13174649
11588,0.07321101
11589,0.23729554
11599,0.029007943
116,0.17890196
11602,0.088176906
11604,0.077903226
11609,0.01904301
11616,0.11131581
11618,0.2442249
11619,0.039208226
11622,0.041945394
11626,0.09665765
11628,0.034743994
1163,0.053107303
11631,0.06605826
11633,0.06525415
11634,0.061749958
11636,0.027244745
11637,0.017432509
11640,0.007044474
11648,0.08407727
1165,0.07650029
11653,0.014752554
11655,0.22024852
11656,0.07412725
1166,0.057392024
11660,0.07399117
11661,0.019023014
11662,0.0345585
11663,0.01795837
11665,0.042806316
11667,0.0747666
11672,0.06865509
11673,0.042392638
11674,0.026800338
11677,0.117034465
11679,0.14351581
1168,0.008795274
11682,0.11555953
11683,0.021275643
11685,0.038005363
11689,0.040805936
1169,0.02561774
11690,0.061836127
11692,0.03918135
11694,0.16002168
117,0.055944014
11702,0.1645153
11711,0.07593066
11716,0.056537192
11719,0.15771428
1172,0.061704002
11720,0.045516413
11722,0.029275933
11724,0.028611477
11725,0.015398229
1173,0.12209625
11730,0.09196654
11732,0.05073561
11733,0.04279476
11734,0.07053903
11737,0.1554075
11747,0.037425313
1175,0.007169177
11750,0.20543489
11751,0.05380621
11760,0.06937258
11761,0.04742077
11764,0.018472979
11769,0.0653398
11770,0.006788614
11771,0.012870397
11803,0.030932343
11805,0.09265434
11806,0.034743067
11807,0.12787417
11808,0.0196387
11810,0.03820275
11813,0.19867586
11815,0.009902897
11816,0.01320071
11818,0.038753174
11819,0.039491456
11820,0.11785332
11824,0.11074066
11825,0.06220022
11827,0.032975424
11835,0.10659054
11840,0.06349919
11844,0.18408619
11845,0.15589346
11848,0.093991525
11853,0.05468662
11854,0.013207599
11855,0.051044334
11856,0.055721756
11858,0.08204864
11859,0.041701667
11861,0.07031798
11862,0.072615124
11865,0.034359157
11870,0.03021224
11872,0.05045223
11873,0.031459633
11875,0.03079692
11884,0.07120815
11889,0.051637877
11890,0.04128723
11895,0.21017075
11898,0.03014923
119,0.043512292
11905,0.09095373
11910,0.0432875
11913,0.01896657
11914,0.025300361
11917,0.010650632
11929,0.010724903
1193,0.07805186
11937,0.019786
1194,0.093140356
11941,0.06307926
11942,0.043536477
11944,0.04861253
11946,0.06709005
11951,0.0468399
11952,0.077290244
11956,0.08391126
11961,0.08799034
11962,0.06237998
11965,0.02001816
11970,0.057315316
11979,0.003941998
11982,0.07886173
11985,0.044571515
11987,0.24303675
11989,0.05541041
1199,0.048398983
11996,0.067185506
11997,0.046974085
120,0.07173162
12000,0.031854026
12006,0.043563582
12007,0.033784572
12011,0.051586375
12015,0.021809662
12017,0.02184716
12018,0.074955195
12022,0.0257685
12025,0.061847784
12028,0.028963653
12031,0.013750331
12034,0.011309456
12037,0.103691615
12041,0.048776783
12051,0.023565985
12053,0.07929321
12054,0.4332918
12061,0.18407917
12066,0.017204374
12071,0.10663998
12074,0.046372417
12075,0.060280323
12076,0.093688734
12080,0.023339164
12083,0.0372857
12094,0.10730279
12106,0.09636489
12109,0.091273315
12110,0.03320094
12114,0.23814525
12116,0.032365434
12119,0.030854467
1212,0.053094994
12121,0.0704356
12124,0.036433313
12128,0.111615114
12132,0.13015962
12134,0.02229782
12136,0.13614038
