,ID,Prediction
0,10,0.13170284630718648
1,100,0.08798265231776871
2,1000,0.09325151824500426
3,10000,0.02370379996166048
4,10009,0.23293594484677457
5,1001,0.019700794435904247
6,10010,0.05489985585316292
7,10012,0.08462045395977458
8,10014,0.02804156436573367
9,10016,0.042611625280712113
10,10017,0.13329334758102748
11,10023,0.048480416852813756
12,10028,0.23773841699538617
13,10029,0.16310288681180682
14,10030,0.0518130485289574
15,10034,0.1423932339607559
16,10037,0.07142487711653518
17,10041,0.02300496586814764
18,10045,0.18460568950298814
19,10047,0.11476064040926298
20,10049,0.013987287323372469
21,10052,0.037099474347643886
22,10055,0.08720157049080904
23,10057,0.04335547791310756
24,10061,0.09028121649234953
25,10065,0.03150713017883202
26,10074,0.03157302163980599
27,10082,0.1294191831877955
28,10090,0.038046925741602476
29,10095,0.06202340830791155
30,10097,0.07668088036033822
31,101,0.05866162504253999
32,10102,0.02062078671434232
33,10104,0.021556734337662347
34,10107,0.03446064893462789
35,10108,0.045204161209004494
36,10112,0.017091469410418326
37,10115,0.01986133372397724
38,10118,0.08722938123559922
39,1012,0.08038926924700412
40,10120,0.03687431874488251
41,10122,0.01652452507573303
42,10123,0.08919970693473873
43,10125,0.037528995250208176
44,1013,0.03776544698569503
45,10130,0.014272382716676371
46,10140,0.11622528130342688
47,10141,0.05516799131966368
48,10148,0.03382418766682953
49,1015,0.14134093816021367
50,10157,0.05273360798188639
51,10163,0.22308653361234365
52,10172,0.03812647751212317
53,10173,0.013378238017697388
54,10174,0.15584494565166945
55,10175,0.032248959703169246
56,10178,0.26043601024265495
57,10181,0.03284628810134729
58,10182,0.06902506335097365
59,10183,0.07245061567467302
60,10185,0.2040487248150866
61,10187,0.07062507797502268
62,10188,0.1006438722208727
63,10190,0.10584845984856728
64,10192,0.08633465668136048
65,102,0.22454264551260744
66,10201,0.06358004711819533
67,10202,0.5006483602738706
68,10203,0.04156027207860933
69,10210,0.0714319759679722
70,10213,0.03151266352094634
71,10215,0.025134206765812232
72,10216,0.03185996977224105
73,10217,0.024543264103736397
74,10218,0.270770578050548
75,1022,0.01841217689534586
76,10221,0.059755690982719864
77,10223,0.03158315570855858
78,10226,0.05311023228578099
79,10228,0.07872179656512195
80,10229,0.11290877598090755
81,1023,0.04972149780521686
82,10233,0.14038088566674028
83,10234,0.02280526291137055
84,10235,0.24240701130407025
85,10244,0.035825051240007046
86,10246,0.056761487363972386
87,10247,0.05623736605167643
88,10248,0.563774500964662
89,10253,0.030613440029094427
90,10255,0.040732276522413284
91,10256,0.03142022575010346
92,10257,0.038965298804185096
93,10259,0.1484797816458497
94,10261,0.017534189720738686
95,10266,0.018863442626169475
96,10269,0.10821957529985046
97,10270,0.05016948005703498
98,10272,0.09461744956902123
99,10274,0.03134425904177724
100,10275,0.19917944648667427
101,10280,0.12492569057128701
102,10287,0.08322191901541491
103,10290,0.16410580971367508
104,10291,0.13141578421944375
105,10292,0.06890902481766771
106,10293,0.04261936005859889
107,10294,0.06211514312081587
108,10295,0.14985892126704772
109,10297,0.10613616185144703
110,103,0.03328718333672185
111,10305,0.10140717366372394
112,10307,0.05090960045723896
113,10310,0.0125321201913471
114,10312,0.019955722912466813
115,10313,0.07807557822999812
116,10314,0.010778103982661318
117,1033,0.07412556531287201
118,10334,0.06533347117946481
119,10336,0.08083053044156767
120,10340,0.04208497545627719
121,10344,0.2098350124052358
122,10354,0.13131278971321172
123,10358,0.06330190688928172
124,10361,0.023763176798760062
125,10366,0.026443891074283528
126,10372,0.05793213428867484
127,10375,0.052670970129516256
128,10377,0.11349559065487365
129,10378,0.2054055936812734
130,1038,0.04895693504911354
131,10386,0.05845647763888159
132,10388,0.027265518711126386
133,10389,0.03283386022375947
134,10390,0.02035512682466138
135,10392,0.100865234852979
136,10394,0.037648796617353285
137,10395,0.09283316645464616
138,10399,0.06049020652678422
139,10400,0.01897452174874078
140,10401,0.0376397369993358
141,10405,0.07879041811099444
142,10407,0.019065682971250685
143,1041,0.02745660040652458
144,10410,0.02782784908548073
145,10415,0.09467789403829584
146,10419,0.05046231269094958
147,1042,0.1019310589986203
148,10424,0.027934589048588726
149,10426,0.10222049834800527
150,10428,0.1696611217245118
151,10429,0.0682884666939734
152,1043,0.024307410258300244
153,10434,0.09635264884471093
154,1044,0.20637401535339422
155,10442,0.07729689600776854
156,10444,0.027175952903803313
157,10453,0.029805676719013227
158,10455,0.1537615999230987
159,10458,0.0446410204194035
160,10461,0.07061518862105552
161,10463,0.1751985168548799
162,10466,0.039280987032533875
163,10468,0.0809596008403099
164,10472,0.004604778698083058
165,10474,0.17523339208110134
166,10479,0.062186945378390056
167,10480,0.1078505585079794
168,10486,0.29275771123357225
169,10488,0.268605035048393
170,10489,0.04312834671378954
171,10490,0.04868892416404266
172,10497,0.057717127158022505
173,10498,0.03678446458774165
174,10499,0.0493153909572819
175,105,0.2907413528853553
176,1050,0.023307858790640623
177,10504,0.01886810939161883
178,10508,0.05877031710177463
179,10510,0.07575898608748184
180,10511,0.03779940606970355
181,10513,0.034432740115432486
182,10515,0.01860402191864191
183,10516,0.016644169806345935
184,10518,0.008999654162535163
185,10520,0.03184098791927022
186,10523,0.015457193139796084
187,10538,0.08968996253409518
188,10543,0.03892818540809481
189,10544,0.753110795159448
190,10549,0.0678496116662454
191,10550,0.030924665910888473
192,10552,0.0598827879132143
193,10557,0.0778223791454509
194,10558,0.21873135075736228
195,1056,0.026037735015538587
196,10563,0.06350662509369864
197,10568,0.11184949699424292
198,10569,0.11420445560793974
199,1057,0.0725727660684043
200,10570,0.07982093786384555
201,10572,0.14312298615117414
202,10574,0.043251224345732024
203,1058,0.022874999201876297
204,10585,0.020878688606832455
205,10587,0.11249509313146223
206,10588,0.038709917589799914
207,10589,0.010486327010427796
208,10596,0.10833728900711234
209,10599,0.051166034773836314
210,106,0.012740452115972125
211,10603,0.023349157916963143
212,10605,0.2301461691800811
213,10606,0.04008538696170468
214,10609,0.0653679700992147
215,10611,0.014061416430575386
216,10612,0.043448040113882355
217,10614,0.09323066796241286
218,10616,0.054468526662590916
219,10623,0.18379529996729874
220,10625,0.08747277632182332
221,10626,0.06703938993625168
222,10627,0.0683851169000431
223,10628,0.15764721202213153
224,10630,0.20114582684701657
225,10636,0.02925141013451386
226,10637,0.05626191628418921
227,10646,0.04665828193503593
228,10647,0.008214737680094305
229,10648,0.010697773617862106
230,10650,0.2048363581742941
231,10653,0.15920874520201064
232,10657,0.024100898352980283
233,10658,0.08516638488542973
234,10659,0.39971079112557123
235,10661,0.04660623694647123
236,10664,0.025892641777159445
237,10666,0.04263024180855045
238,10667,0.015492779178009463
239,10674,0.15656046471046012
240,10675,0.0557840150586869
241,10676,0.04115468500305772
242,10684,0.045086769913363155
243,10687,0.055317029245211764
244,10688,0.05564734899445866
245,10691,0.07034526721201255
246,10694,0.10300402345950982
247,10698,0.042611845992473966
248,10699,0.029548891557371983
249,107,0.0668178725740115
250,10702,0.050439505737994585
251,10703,0.07402599141344784
252,10706,0.05299168989928817
253,10707,0.050444029896577876
254,10708,0.11233541203071036
255,10709,0.013653611720642401
256,1071,0.027253311438347666
257,10710,0.1257515897473565
258,10712,0.03464886621805241
259,10713,0.03793946874145857
260,10715,0.02474441606009519
261,10716,0.03865505511183662
262,10719,0.05957420208363807
263,10726,0.04631623816676193
264,10732,0.04957442475700877
265,10736,0.03946750387563119
266,10737,0.027989627628159746
267,10743,0.1324235020259549
268,10744,0.16412965836344173
269,10745,0.025719346808242984
270,10748,0.1504200847752448
271,10749,0.08554310924090416
272,1075,0.01327202121721226
273,10752,0.08917407209525809
274,10757,0.1531126234775969
275,10760,0.14944359825770906
276,10763,0.12847676287565907
277,10765,0.16058775279395662
278,10768,0.10137910270349192
279,1077,0.13014328882818268
280,10771,0.08651949710821492
281,10773,0.03355739369832006
282,10774,0.030824879105076204
283,10776,0.08277951248532742
284,1078,0.14697389836369448
285,10780,0.03308322167722389
286,10781,0.09422281227350572
287,10782,0.025463137002902193
288,10783,0.020923687434275855
289,10785,0.21788705205625913
290,10787,0.04554854728165798
291,1079,0.16914339219840133
292,10791,0.04133932405534332
293,10793,0.1562944558302357
294,10795,0.0611828257728686
295,10796,0.04714458704636127
296,1080,0.19605255834354973
297,10802,0.0475688471373779
298,10811,0.0649143845253168
299,10814,0.03193231622021736
300,10817,0.07349582498386338
301,10818,0.02301283336755497
302,1082,0.11905638532879105
303,10821,0.03452369491358082
304,10822,0.0715511235094265
305,10823,0.058066344494573624
306,10824,0.09253365687248523
307,10825,0.06055832883082597
308,10827,0.02359379050656363
309,10828,0.07642065645781405
