,ID,Prediction
0,10,0.16895203
1,100,0.090534896
2,1000,0.13416414
3,10000,0.026721891
4,10009,0.1797227
5,1001,0.0348504
6,10010,0.0503297
7,10012,0.048381526
8,10014,0.026186887
9,10016,0.028890515
10,10017,0.13137892
11,10023,0.06635981
12,10028,0.23770076
13,10029,0.19203933
14,10030,0.046969146
15,10034,0.13069977
16,10037,0.03727442
17,10041,0.022144575
18,10045,0.21421671
19,10047,0.16113171
20,10049,0.0046817404
21,10052,0.029889243
22,10055,0.11134962
23,10057,0.057794537
24,10061,0.1360545
25,10065,0.058388036
26,10074,0.0260103
27,10082,0.15336913
28,10090,0.046984106
29,10095,0.059662823
30,10097,0.049935568
31,101,0.048596635
32,10102,0.018639246
33,10104,0.025618859
34,10107,0.03185195
35,10108,0.026504787
36,10112,0.02400516
37,10115,0.037893124
38,10118,0.08379946
39,1012,0.056298215
40,10120,0.028232751
41,10122,0.014270306
42,10123,0.06473895
43,10125,0.05868191
44,1013,0.029212756
45,10130,0.021448253
46,10140,0.06883927
47,10141,0.050248656
48,10148,0.027368097
49,1015,0.107095905
50,10157,0.063162684
51,10163,0.1936931
52,10172,0.032804426
53,10173,0.027065989
54,10174,0.18326448
55,10175,0.03486548
56,10178,0.26275492
57,10181,0.031803016
58,10182,0.118023284
59,10183,0.043255925
60,10185,0.11228289
61,10187,0.08066935
62,10188,0.21560054
63,10190,0.06446024
64,10192,0.10601477
65,102,0.15444799
66,10201,0.056968022
67,10202,0.35554668
68,10203,0.04796112
69,10210,0.08988935
70,10213,0.025138121
71,10215,0.030979738
72,10216,0.028926656
73,10217,0.0339134
74,10218,0.38769594
75,1022,0.01942641
76,10221,0.03188793
77,10223,0.0471469
78,10226,0.102012224
79,10228,0.065084375
80,10229,0.1432698
81,1023,0.07156501
82,10233,0.06863363
83,10234,0.017333671
84,10235,0.17760886
85,10244,0.049291447
86,10246,0.07644959
87,10247,0.031124514
88,10248,0.551992
89,10253,0.03503746
90,10255,0.059570406
91,10256,0.050187908
92,10257,0.017497765
93,10259,0.06573537
94,10261,0.008800745
95,10266,0.019625114
96,10269,0.08390239
97,10270,0.0825516
98,10272,0.07099636
99,10274,0.018243603
100,10275,0.17625289
101,10280,0.09933321
102,10287,0.090141535
103,10290,0.1459405
104,10291,0.11667698
105,10292,0.046200465
106,10293,0.01842527
107,10294,0.03224392
108,10295,0.18333146
109,10297,0.13295184
110,103,0.05637482
111,10305,0.14698774
112,10307,0.033482302
113,10310,0.00941632
114,10312,0.02627435
115,10313,0.07271859
116,10314,0.020789638
117,1033,0.090023875
118,10334,0.04710733
119,10336,0.06698036
120,10340,0.053040255
121,10344,0.15029229
122,10354,0.098280646
123,10358,0.042800065
124,10361,0.026269402
125,10366,0.06252805
126,10372,0.06994859
127,10375,0.03300593
128,10377,0.14455323
129,10378,0.3188795
130,1038,0.05024314
131,10386,0.05075023
132,10388,0.02505138
133,10389,0.018289432
134,10390,0.02140149
135,10392,0.078296006
136,10394,0.04881411
137,10395,0.06075933
138,10399,0.07061872
139,10400,0.014207472
140,10401,0.039566886
141,10405,0.060348947
142,10407,0.017247682
143,1041,0.046268035
144,10410,0.039558865
145,10415,0.065067865
146,10419,0.037176438
147,1042,0.108676255
148,10424,0.03241224
149,10426,0.12260648
150,10428,0.1400329
151,10429,0.06394524
152,1043,0.04232921
153,10434,0.117491074
154,1044,0.28006434
155,10442,0.11934517
156,10444,0.024480958
157,10453,0.01876144
158,10455,0.16530316
159,10458,0.04470546
160,10461,0.06589956
161,10463,0.12368632
162,10466,0.023512628
163,10468,0.22549799
164,10472,0.004636434
165,10474,0.31239972
166,10479,0.040524773
167,10480,0.061655816
168,10486,0.21155539
169,10488,0.18843156
170,10489,0.038068447
171,10490,0.030819977
172,10497,0.03752191
173,10498,0.042817514
174,10499,0.037355565
175,105,0.17461416
176,1050,0.026544124
177,10504,0.0228164
178,10508,0.056200378
179,10510,0.06890006
180,10511,0.027915588
