,ID,Prediction
0,10,0.14741451233015548
1,100,0.129376726114212
2,1000,0.06532455421556525
3,10000,0.026888118713979683
4,10009,0.47031511180791025
5,1001,0.003650227479455925
6,10010,0.013210522421146977
7,10012,0.02384506128689207
8,10014,0.015315960019050685
9,10016,0.02986834677995857
10,10017,0.23683395363310578
11,10023,0.02196723487871363
12,10028,0.041840357791772295
13,10029,0.11788689736168573
14,10030,0.0655369397113747
15,10034,0.08604896410135633
16,10037,0.011803936757740914
17,10041,0.055407416628540165
18,10045,0.5187601341463302
19,10047,0.09285955028221024
20,10049,0.005569352383836921
21,10052,0.017082262911913705
22,10055,0.05672827857816342
23,10057,0.2214257893537658
24,10061,0.21279700625180292
25,10065,0.030482968249132027
26,10074,0.021594688681442317
27,10082,0.05731216425746398
28,10090,0.07346138186160761
29,10095,0.045776905264051086
30,10097,0.036504593599812604
31,101,0.06208516509790984
32,10102,0.07649707368495197
33,10104,0.14699478164588753
34,10107,0.12559419802205407
35,10108,0.048046062551477815
36,10112,0.057831569506348476
37,10115,0.020968495525496293
38,10118,0.389563705220126
39,1012,0.06283917836227403
40,10120,0.027065787186399553
41,10122,0.030047112431171624
42,10123,0.16612905629117533
43,10125,0.042467138224160685
44,1013,0.01595137381351261
45,10130,0.030275758365350704
46,10140,0.09778225717230701
47,10141,0.09008779883289128
48,10148,0.030937244752907787
49,1015,0.22141193138441156
50,10157,0.019413611148730667
51,10163,0.17388359162032055
52,10172,0.0037271634695026177
53,10173,0.0034659469088517995
54,10174,0.09247481369738932
55,10175,0.002354753985022997
56,10178,0.2569197657727726
57,10181,0.0755989836386336
58,10182,0.1468803059012411
59,10183,0.05766747414510841
60,10185,0.17102560683790785
61,10187,0.020303342033010287
62,10188,0.23820247467447003
63,10190,0.033688555486958795
64,10192,0.00452483950401544
65,102,0.560755876785451
66,10201,0.16199754048210496
67,10202,0.26571499189189896
68,10203,0.09056802427221555
69,10210,0.23973500622940455
70,10213,0.04533199188768052
71,10215,0.031040921726905327
72,10216,0.010108655824498833
73,10217,0.006042510362019809
74,10218,0.2688992946880301
75,1022,0.05047810689091795
76,10221,0.07306266529582396
77,10223,0.059864134309286936
